Query,Response,Category
0x274E,The error 0x274E (WSAELOOP) means that a name could not be translated.,Socket Error
0x274F,The error 0x274F (WSAENAMETOOLONG) means the name component or the entire name was too long.,Socket Error
0x2750,The error 0x2750 (WSAEHOSTDOWN) means that a socket operation failed because the destination host was down.,Socket Error
0x2751,The error 0x2751 (WSAEHOSTUNREACH) means that a socket operation was attempted to an unreachable host.,Socket Error
0x2752,The error 0x2752 (WSAENOTEMPTY) means that a directory that is not empty cannot be removed.,Socket Error
0x2753,The error 0x2753 (WSAEPROCLIM) means that a Windows Sockets implementation may have a limit on the number of applications that may use it simultaneously.,Socket Error
0x2754,The error 0x2754 (WSAEUSERS) means that the system ran out of quota.,Socket Error
0x2755,The error 0x2755 (WSAEDQUOT) means that the system ran out of disk quota.,Socket Error
0x2756,The error 0x2756 (WSAESTALE) means that the file handle reference is no longer available.,Socket Error
0x2757,The error 0x2757 (WSAEREMOTE) means that the item is not available locally.,Socket Error
0x276B,The error 0x276B (WSASYSNOTREADY) means that WSAStartup cannot function because the underlying system for network services is currently unavailable.,Socket Error
0x276C,The error 0x276C (WSAVERNOTSUPPORTED) means that the requested Windows Sockets version is not supported.,Socket Error
0x276D,The error 0x276D (WSANOTINITIALISED) means that the application has either not called WSAStartup or WSAStartup failed.,Socket Error
0x2775,The error 0x2775 (WSAEDISCON) means that a remote party initiated a graceful shutdown sequence indicated by WSARecv or WSARecvFrom.,Socket Error
0x2776,The error 0x2776 (WSAENOMORE) means that no more results can be returned by WSALookupServiceNext.,Socket Error
0x2777,The error 0x2777 (WSAECANCELLED) means that a call to WSALookupServiceEnd was made while the current call was still processing and the call was canceled.,Socket Error
0x2778,The error 0x2778 (WSAEINVALIDPROCTABLE) means that the procedure call table is invalid.,Socket Error
0x2596,The error 0x2596 (DNS_ERROR_ZONE_LOCKED_FOR_SIGNING) means the zone is currently being signed and this operation cannot be performed.,DNS Zone Management
0x25B3,The error 0x25B3 (DNS_ERROR_PRIMARY_REQUIRES_DATAFILE) means the primary DNS zone requires a datafile.,DNS Zone Management
0x25B4,The error 0x25B4 (DNS_ERROR_INVALID_DATAFILE_NAME) means the specified datafile name for the DNS zone is invalid.,DNS Zone Management
0x25B5,The error 0x25B5 (DNS_ERROR_DATAFILE_OPEN_FAILURE) means the DNS zone datafile failed to open.,File Operations
0x25B6,The error 0x25B6 (DNS_ERROR_FILE_WRITEBACK_FAILED) means the DNS zone datafile failed to write back.,File Operations
0x25B7,The error 0x25B7 (DNS_ERROR_DATAFILE_PARSING) means there was a failure while reading the DNS zone datafile.,File Parsing
0x25E5,The error 0x25E5 (DNS_ERROR_RECORD_DOES_NOT_EXIST) means the specified DNS record does not exist.,DNS Records
0x25E6,The error 0x25E6 (DNS_ERROR_RECORD_FORMAT) means there is a format error in the DNS record.,DNS Records
0x25E7,The error 0x25E7 (DNS_ERROR_NODE_CREATION_FAILED) means there was a failure in creating a node in the DNS.,DNS Node Management
0x25E8,The error 0x25E8 (DNS_ERROR_UNKNOWN_RECORD_TYPE) means an unknown DNS record type was encountered.,DNS Records
0x25E9,The error 0x25E9 (DNS_ERROR_RECORD_TIMED_OUT) means the DNS record request timed out.,DNS Records
0x25EA,The error 0x25EA (DNS_ERROR_NAME_NOT_IN_ZONE) means the specified name is not in the DNS zone.,DNS Zone Management
0x25EB,The error 0x25EB (DNS_ERROR_CNAME_LOOP) means a CNAME loop was detected.,DNS Records
0x25EC,The error 0x25EC (DNS_ERROR_NODE_IS_CNAME) means the DNS node is a CNAME record.,DNS Records
0x25ED,The error 0x25ED (DNS_ERROR_CNAME_COLLISION) means a CNAME record already exists for the given name.,DNS Records
0x25EE,The error 0x25EE (DNS_ERROR_RECORD_ONLY_AT_ZONE_ROOT) means the record can only be created at the root of the DNS zone.,DNS Zone Management
0x25EF,The error 0x25EF (DNS_ERROR_RECORD_ALREADY_EXISTS) means a DNS record already exists for the specified name.,DNS Records
0x25F0,The error 0x25F0 (DNS_ERROR_SECONDARY_DATA) means there is an error with the secondary DNS zone data.,DNS Zone Management
0x25F1,The error 0x25F1 (DNS_ERROR_NO_CREATE_CACHE_DATA) means DNS cache data could not be created.,Cache Management
0x25F2,The error 0x25F2 (DNS_ERROR_NAME_DOES_NOT_EXIST) means the specified DNS name does not exist.,DNS Records
0x25F3,The error 0x25F3 (DNS_WARNING_PTR_CREATE_FAILED) means a PTR record could not be created.,DNS Records
0x25F4,The error 0x25F4 (DNS_WARNING_DOMAIN_UNDELETED) means a DNS domain was undeleted.,Domain Management
0x25F5,The error 0x25F5 (DNS_ERROR_DS_UNAVAILABLE) means the directory service is unavailable.,Directory Services
0x25F6,The error 0x25F6 (DNS_ERROR_DS_ZONE_ALREADY_EXISTS) means the DNS zone already exists in the directory service.,Directory Services
0x25F7,The error 0x25F7 (DNS_ERROR_NO_BOOTFILE_IF_DS_ZONE) means the DNS server is not creating or reading the boot file for the directory service-integrated DNS zone.,Directory Services
0x25F8,The error 0x25F8 (DNS_ERROR_NODE_IS_DNAME) means the DNS node is a DNAME record.,DNS Records
0x25F9,The error 0x25F9 (DNS_ERROR_DNAME_COLLISION) means a DNAME record already exists for the given name.,DNS Records
0x25FA,The error 0x25FA (DNS_ERROR_ALIAS_LOOP) means an alias loop was detected with either CNAME or DNAME records.,DNS Records
0x2617,The error 0x2617 (DNS_INFO_AXFR_COMPLETE) means the DNS AXFR (zone transfer) is complete.,DNS Zone Transfers
0x2618,The error 0x2618 (DNS_ERROR_AXFR) means the DNS zone transfer failed.,DNS Zone Transfers
0x2619,The error 0x2619 (DNS_INFO_ADDED_LOCAL_WINS) means a local WINS server was added.,DNS Configuration
0x2649,The error 0x2649 (DNS_STATUS_CONTINUE_NEEDED) means a secure update call needs to continue the update request.,Secure Updates
0x267B,The error 0x267B (DNS_ERROR_NO_TCPIP) means the TCP/IP network protocol is not installed.,Network Protocol
0x267C,The error 0x267C (DNS_ERROR_NO_DNS_SERVERS) means no DNS servers are configured for the local system.,DNS Configuration
0x26AD,The error 0x26AD (DNS_ERROR_DP_DOES_NOT_EXIST) means the specified directory partition does not exist.,Directory Partitions
0x26AE,The error 0x26AE (DNS_ERROR_DP_ALREADY_EXISTS) means the specified directory partition already exists.,Directory Partitions
0x26AF,The error 0x26AF (DNS_ERROR_DP_NOT_ENLISTED) means this DNS server is not enlisted in the specified directory partition.,Directory Partitions
0x26B0,The error 0x26B0 (DNS_ERROR_DP_ALREADY_ENLISTED) means this DNS server is already enlisted in the specified directory partition.,Directory Partitions
0x26B1,The error 0x26B1 (DNS_ERROR_DP_NOT_AVAILABLE) means the directory partition is not available at this time.,Directory Partitions
0x26B2,The error 0x26B2 (DNS_ERROR_DP_FSMO_ERROR) means the domain naming master FSMO role could not be reached due to an issue with the domain controller.,Directory Services
0x2714,The error 0x2714 (WSAEINTR) means a blocking operation was interrupted by a call to WSACancelBlockingCall.,Networking
0x2719,The error 0x2719 (WSAEBADF) means the file handle supplied is not valid.,Networking
0x271D,The error 0x271D (WSAEACCES) means an attempt was made to access a socket in a way forbidden by its access permissions.,Networking
0x271E,The error 0x271E (WSAEFAULT) means the system detected an invalid pointer address in a function call.,Networking
0x2726,The error 0x2726 (WSAEINVAL) means an invalid argument was supplied.,Networking
0x2728,The error 0x2728 (WSAEMFILE) means there are too many open sockets.,Networking
0x2733,The error 0x2733 (WSAEWOULDBLOCK) means that a non-blocking socket operation could not be completed immediately.,Networking
0x2734,The error 0x2734 (WSAEINPROGRESS) means that a blocking operation is currently executing.,Networking
0x2735,The error 0x2735 (WSAEALREADY) means that an operation was attempted on a non-blocking socket that already had an operation in progress.,Networking
0x2736,The error 0x2736 (WSAENOTSOCK) means that an operation was attempted on something that is not a socket.,Networking
0x2737,The error 0x2737 (WSAEDESTADDRREQ) means that a required address was omitted from an operation on a socket.,Networking
0x2738,The error 0x2738 (WSAEMSGSIZE) means that a message sent on a datagram socket was larger than the internal message buffer or some other network limit.,Networking
0x2739,The error 0x2739 (WSAEPROTOTYPE) means that a protocol was specified in the socket function call that does not support the semantics of the socket type requested.,Networking
0x273A,The error 0x273A (WSAENOPROTOOPT) means that an unknown invalid or unsupported option or level was specified in a getsockopt or setsockopt call.,Networking
0x273B,The error 0x273B (WSAEPROTONOSUPPORT) means that the requested protocol has not been configured into the system or no implementation for it exists.,Networking
0x273C,The error 0x273C (WSAESOCKTNOSUPPORT) means that support for the specified socket type does not exist in this address family.,Networking
0x273D,The error 0x273D (WSAEOPNOTSUPP) means that the attempted operation is not supported for the type of object referenced.,Networking
0x273E,The error 0x273E (WSAEPFNOSUPPORT) means that the protocol family has not been configured into the system or no implementation for it exists.,Networking
0x273F,The error 0x273F (WSAEAFNOSUPPORT) means that an address incompatible with the requested protocol was used.,Networking
0x2740,The error 0x2740 (WSAEADDRINUSE) means that only one usage of each socket address (protocol/network address/port) is normally permitted.,Networking
0x2741,The error 0x2741 (WSAEADDRNOTAVAIL) means that the requested address is not valid in its context.,Networking
0x2742,The error 0x2742 (WSAENETDOWN) means that a socket operation encountered a dead network.,Networking
0x2743,The error 0x2743 (WSAENETUNREACH) means that a socket operation was attempted to an unreachable network.,Networking
0x2744,The error 0x2744 (WSAENETRESET) means that the connection has been broken due to keep-alive activity detecting a failure while the operation was in progress.,Networking
0x2745,The error 0x2745 (WSAECONNABORTED) means that an established connection was aborted by the software in your host machine.,Networking
0x2746,The error 0x2746 (WSAECONNRESET) means that an existing connection was forcibly closed by the remote host.,Networking
0x2747,The error 0x2747 (WSAENOBUFS) means that an operation on a socket could not be performed because the system lacked sufficient buffer space.,Networking
0x2748,The error 0x2748 (WSAEISCONN) means that a connect request was made on an already connected socket.,Networking
0x2749,The error 0x2749 (WSAENOTCONN) means that a request to send or receive data was disallowed because the socket is not connected.,Networking
0x274A,The error 0x274A (WSAESHUTDOWN) means that a request to send or receive data was disallowed because the socket had already been shut down in that direction.,Networking
0x274B,The error 0x274B (WSAETOOMANYREFS) means there are too many references to some kernel object.,Networking
0x274C,The error 0x274C (WSAETIMEDOUT) means a connection attempt failed because the connected party did not properly respond after a period of time.,Networking
0x274D,The error 0x274D (WSAECONNREFUSED) means no connection could be made because the target machine actively refused it.,Networking
0x274E,The error 0x274E (WSAELOOP) means that a name could not be translated.,Networking
0x274F,The error 0x274F (WSAENAMETOOLONG) means the name component or the entire name was too long.,Networking
0x2750,The error 0x2750 (WSAEHOSTDOWN) means that a socket operation failed because the destination host was down.,Networking
0x2751,The error 0x2751 (WSAEHOSTUNREACH) means that a socket operation was attempted to an unreachable host.,Networking
0x2752,The error 0x2752 (WSAENOTEMPTY) means that a directory that is not empty cannot be removed.,File System
0x2753,The error 0x2753 (WSAEPROCLIM) means that a Windows Sockets implementation may have a limit on the number of applications that may use it simultaneously.,Networking
0x2754,The error 0x2754 (WSAEUSERS) means that the system ran out of quota.,System
0x2755,The error 0x2755 (WSAEDQUOT) means that the system ran out of disk quota.,System
0x2756,The error 0x2756 (WSAESTALE) means that the file handle reference is no longer available.,File System
0x2757,The error 0x2757 (WSAEREMOTE) means that the item is not available locally.,Networking
0x276B,The error 0x276B (WSASYSNOTREADY) means that WSAStartup cannot function because the underlying system for network services is currently unavailable.,Networking
0x276C,The error 0x276C (WSAVERNOTSUPPORTED) means that the requested Windows Sockets version is not supported.,Networking
0x276D,The error 0x276D (WSANOTINITIALISED) means that the application has either not called WSAStartup or WSAStartup failed.,Networking
0x2775,The error 0x2775 (WSAEDISCON) means that a remote party initiated a graceful shutdown sequence indicated by WSARecv or WSARecvFrom.,Networking
0x2776,The error 0x2776 (WSAENOMORE) means that no more results can be returned by WSALookupServiceNext.,Networking
0x2777,The error 0x2777 (WSAECANCELLED) means that a call to WSALookupServiceEnd was made while the current call was still processing and the call was canceled.,Networking
0x2778,The error 0x2778 (WSAEINVALIDPROCTABLE) means that the procedure call table is invalid.,Networking
0x2779,The error 0x2779 (WSAEINVALIDPROVIDER) means that the requested service provider is invalid.,Networking
0x277A,The error 0x277A (WSAEPROVIDERFAILEDINIT) means that the requested service provider could not be loaded or initialized.,Networking
0x277B,The error 0x277B (WSASYSCALLFAILURE) means that a system call has failed.,System
0x277C,The error 0x277C (WSASERVICE_NOT_FOUND) means that no such service is known or the service cannot be found in the specified namespace.,Networking
0x277D,The error 0x277D (WSATYPE_NOT_FOUND) means that the specified class was not found.,Networking
0x277E,The error 0x277E (WSA_E_NO_MORE) means that no more results can be returned by WSALookupServiceNext.,Networking
0x277F,The error 0x277F (WSA_E_CANCELLED) means that a call to WSALookupServiceEnd was made while the current call was still processing and the call was canceled.,Networking
0x2780,The error 0x2780 (WSAEREFUSED) means that a database query failed because it was actively refused.,Networking
0x2AF9,The error 0x2AF9 (WSAHOST_NOT_FOUND) means that no such host is known.,Networking
0x2AFA,The error 0x2AFA (WSATRY_AGAIN) indicates a temporary error during hostname resolution when the local server did not receive a response from an authoritative server.,Networking
0x2AFB,The error 0x2AFB (WSANO_RECOVERY) means that a non-recoverable error occurred during a database lookup.,Networking
0x2AFC,The error 0x2AFC (WSANO_DATA) means that the requested name is valid but no data of the requested type was found.,Networking
0x2AFD,The error 0x2AFD (WSA_QOS_RECEIVERS) means that at least one reserve has arrived.,Networking
0x2AFE,The error 0x2AFE (WSA_QOS_SENDERS) means that at least one path has arrived.,Networking
0x2AFF,The error 0x2AFF (WSA_QOS_NO_SENDERS) means that there are no senders.,Networking
0x2B00,The error 0x2B00 (WSA_QOS_NO_RECEIVERS) means that there are no receivers.,Networking
0x2B01,The error 0x2B01 (WSA_QOS_REQUEST_CONFIRMED) means that the reserve has been confirmed.,Networking
0x2B02,The error 0x2B02 (WSA_QOS_ADMISSION_FAILURE) means that the error was due to a lack of resources.,Networking
0x2B03,The error 0x2B03 (WSA_QOS_POLICY_FAILURE) means that the request was rejected for administrative reasons due to bad credentials.,Networking
0x2B04,The error 0x2B04 (WSA_QOS_BAD_STYLE) means that an unknown or conflicting style was found.,Networking
0x2B05,The error 0x2B05 (WSA_QOS_BAD_OBJECT) means that there was a problem with the filterspec or provider-specific buffer.,Networking
0x2B06,The error 0x2B06 (WSA_QOS_TRAFFIC_CTRL_ERROR) means that there was a problem with part of the flowspec.,Networking
0x2B07,The error 0x2B07 (WSA_QOS_GENERIC_ERROR) means a general QOS error occurred.,Networking
0x2B08,The error 0x2B08 (WSA_QOS_ESERVICETYPE) means that an invalid or unrecognized service type was found in the flowspec.,Networking
0x2B09,The error 0x2B09 (WSA_QOS_EFLOWSPEC) means that an invalid or inconsistent flowspec was found in the QOS structure.,Networking
0x2B0A,The error 0x2B0A (WSA_QOS_EPROVSPECBUF) means that the QOS provider-specific buffer is invalid.,Networking
0x2B0B,The error 0x2B0B (WSA_QOS_EFILTERSTYLE) means that an invalid QOS filter style was used.,Networking
0x2B0C,The error 0x2B0C (WSA_QOS_EFILTERTYPE) means that an invalid QOS filter type was used.,Networking
0x2B0D,The error 0x2B0D (WSA_QOS_EFILTERCOUNT) means that an incorrect number of QOS FILTERSPECs were specified in the FLOWDESCRIPTOR.,Networking
0x2B0E,The error 0x2B0E (WSA_QOS_EOBJLENGTH) means that an object with an invalid ObjectLength field was specified in the QOS provider-specific buffer.,Networking
0x2B0F,The error 0x2B0F (WSA_QOS_EFLOWCOUNT) means that an incorrect number of flow descriptors was specified in the QOS structure.,Networking
0x2B10,The error 0x2B10 (WSA_QOS_EUNKOWNPSOBJ) means that an unrecognized object was found in the QOS provider-specific buffer.,Networking
0x2B11,The error 0x2B11 (WSA_QOS_EPOLICYOBJ) means that an invalid policy object was found in the QOS provider-specific buffer.,Networking
0x2B12,The error 0x2B12 (WSA_QOS_EFLOWDESC) means that an invalid QOS flow descriptor was found in the flow descriptor list.,Networking
0x2B13,The error 0x2B13 (WSA_QOS_EPSFLOWSPEC) means that an invalid or inconsistent flowspec was found in the QOS provider-specific buffer.,Networking
0x2B14,The error 0x2B14 (WSA_QOS_EOBJTYPE) means that the object type field in the QOS provider-specific buffer is invalid.,Networking
0x2B19,The error 0x2B19 (WSA_IPSEC_NAME_POLICY_ERROR) means that a name-based IPSEC policy could not be added.,IPSec Policy Management
0x32C8,The error 0x32C8 (ERROR_IPSEC_QM_POLICY_EXISTS) means that the specified quick mode policy already exists.,IPSec Policy Management
0x32C9,The error 0x32C9 (ERROR_IPSEC_QM_POLICY_NOT_FOUND) means that the specified quick mode policy was not found.,IPSec Policy Management
0x32CA,The error 0x32CA (ERROR_IPSEC_QM_POLICY_IN_USE) means that the specified quick mode policy is being used.,IPSec Policy Management
0x32CB,The error 0x32CB (ERROR_IPSEC_MM_POLICY_EXISTS) means that the specified main mode policy already exists.,IPSec Policy Management
0x32CC,The error 0x32CC (ERROR_IPSEC_MM_POLICY_NOT_FOUND) means that the specified main mode policy was not found.,IPSec Policy Management
0x32CD,The error 0x32CD (ERROR_IPSEC_MM_POLICY_IN_USE) means that the specified main mode policy is being used.,IPSec Policy Management
0x32CE,The error 0x32CE (ERROR_IPSEC_MM_FILTER_EXISTS) means that the specified main mode filter already exists.,IPSec Filtering
0x32CF,The error 0x32CF (ERROR_IPSEC_MM_FILTER_NOT_FOUND) means that the specified main mode filter was not found.,IPSec Filtering
0x32D0,The error 0x32D0 (ERROR_IPSEC_TRANSPORT_FILTER_EXISTS) means that the specified transport mode filter already exists.,IPSec Filtering
0x32D1,The error 0x32D1 (ERROR_IPSEC_TRANSPORT_FILTER_NOT_FOUND) means that the specified transport mode filter does not exist.,IPSec Filtering
0x32D2,The error 0x32D2 (ERROR_IPSEC_MM_AUTH_EXISTS) means that the specified main mode authentication list exists.,IPSec Authentication
0x32D3,The error 0x32D3 (ERROR_IPSEC_MM_AUTH_NOT_FOUND) means that the specified main mode authentication list was not found.,IPSec Authentication
0x32D4,The error 0x32D4 (ERROR_IPSEC_MM_AUTH_IN_USE) means that the specified main mode authentication list is being used.,IPSec Authentication
0x32D5,The error 0x32D5 (ERROR_IPSEC_DEFAULT_MM_POLICY_NOT_FOUND) means that the specified default main mode policy was not found.,IPSec Policy Management
0x32D6,The error 0x32D6 (ERROR_IPSEC_DEFAULT_MM_AUTH_NOT_FOUND) means that the specified default main mode authentication list was not found.,IPSec Authentication
0x32D7,The error 0x32D7 (ERROR_IPSEC_DEFAULT_QM_POLICY_NOT_FOUND) means that the specified default quick mode policy was not found.,IPSec Policy Management
0x32D8,The error 0x32D8 (ERROR_IPSEC_TUNNEL_FILTER_EXISTS) means that the specified tunnel mode filter exists.,IPSec Filtering
0x32D9,The error 0x32D9 (ERROR_IPSEC_TUNNEL_FILTER_NOT_FOUND) means that the specified tunnel mode filter was not found.,IPSec Filtering
0x32DA,The error 0x32DA (ERROR_IPSEC_MM_FILTER_PENDING_DELETION) means that the Main Mode filter is pending deletion.,IPSec Filtering
0x32DB,The error 0x32DB (ERROR_IPSEC_TRANSPORT_FILTER_PENDING_DELETION) means that the transport filter is pending deletion.,IPSec Filtering
0x32DC,The error 0x32DC (ERROR_IPSEC_TUNNEL_FILTER_PENDING_DELETION) means that the tunnel filter is pending deletion.,IPSec Filtering
0x32DD,The error 0x32DD (ERROR_IPSEC_MM_POLICY_PENDING_DELETION) means that the Main Mode policy is pending deletion.,IPSec Policy Management
0x32DE,The error 0x32DE (ERROR_IPSEC_MM_AUTH_PENDING_DELETION) means that the Main Mode authentication bundle is pending deletion.,IPSec Authentication
0x32DF,The error 0x32DF (ERROR_IPSEC_QM_POLICY_PENDING_DELETION) means that the Quick Mode policy is pending deletion.,IPSec Policy Management
0x32E0,The error 0x32E0 (WARNING_IPSEC_MM_POLICY_PRUNED) means that the Main Mode policy was successfully added but some of the requested offers are not supported.,IPSec Policy Management
0x32E1,The error 0x32E1 (WARNING_IPSEC_QM_POLICY_PRUNED) means that the Quick Mode policy was successfully added but some of the requested offers are not supported.,IPSec Policy Management
0x361B,The error 0x361B (ERROR_IPSEC_IKE_NOTCBPRIV) means that the attempt to enable TCB privilege failed.,IKE Negotiation
0x361C,The error 0x361C (ERROR_IPSEC_IKE_SECLOADFAIL) means that the SECURITY.DLL failed to load.,IKE Negotiation
0x361D,The error 0x361D (ERROR_IPSEC_IKE_FAILSSPINIT) means that the system failed to obtain the security function table dispatch address from SSPI.,IKE Negotiation
0x361E,The error 0x361E (ERROR_IPSEC_IKE_FAILQUERYSSP) means that the system failed to query the Kerberos package to obtain max token size.,IKE Negotiation
0x361F,The error 0x361F (ERROR_IPSEC_IKE_SRVACQFAIL) means that the system failed to obtain Kerberos server credentials for ISAKMP/ERROR_IPSEC_IKE service. This is likely due to lack of domain membership.,IKE Negotiation
0x3620,The error 0x3620 (ERROR_IPSEC_IKE_SRVQUERYCRED) means that the system failed to determine SSPI principal name for ISAKMP/ERROR_IPSEC_IKE service (QueryCredentialsAttributes).,IKE Negotiation
0x3621,The error 0x3621 (ERROR_IPSEC_IKE_GETSPIFAIL) means that the system failed to obtain a new SPI for the inbound SA from the IPsec driver.,IKE Negotiation
0x3622,The error 0x3622 (ERROR_IPSEC_IKE_INVALID_FILTER) means that the given filter is invalid.,IPSec Filtering
0x3623,The error 0x3623 (ERROR_IPSEC_IKE_OUT_OF_MEMORY) means that memory allocation failed.,System Resources
0x3624,The error 0x3624 (ERROR_IPSEC_IKE_ADD_UPDATE_KEY_FAILED) means that the system failed to add Security Association to IPsec Driver possibly due to delayed IKE negotiation.,IKE Negotiation
0x3625,The error 0x3625 (ERROR_IPSEC_IKE_INVALID_POLICY) means that the IKE policy is invalid.,IKE Negotiation
0x3626,The error 0x3626 (ERROR_IPSEC_IKE_UNKNOWN_DOI) means that the DOI (Domain of Interpretation) is invalid.,IKE Negotiation
0x3627,The error 0x3627 (ERROR_IPSEC_IKE_INVALID_SITUATION) means that the IKE negotiation is in an invalid situation.,IKE Negotiation
0x3628,The error 0x3628 (ERROR_IPSEC_IKE_DH_FAILURE) means that there was a failure in Diffie-Hellman computation.,Security
0x3629,The error 0x3629 (ERROR_IPSEC_IKE_INVALID_GROUP) means that the Diffie-Hellman group is invalid.,Security
0x362A,The error 0x362A (ERROR_IPSEC_IKE_ENCRYPT) means there was an error encrypting a payload.,Security
0x362B,The error 0x362B (ERROR_IPSEC_IKE_DECRYPT) means there was an error decrypting a payload.,Security
0x362C,The error 0x362C (ERROR_IPSEC_IKE_POLICY_MATCH) means that there was a policy match error.,Security
0x362D,The error 0x362D (ERROR_IPSEC_IKE_UNSUPPORTED_ID) means that the ID provided is unsupported.,Security
0x362E,The error 0x362E (ERROR_IPSEC_IKE_INVALID_HASH) means that hash verification failed.,Security
0x362F,The error 0x362F (ERROR_IPSEC_IKE_INVALID_HASH_ALG) means that the specified hash algorithm is invalid.,Security
0x3630,The error 0x3630 (ERROR_IPSEC_IKE_INVALID_HASH_SIZE) means that the hash size is invalid.,Security
0x3631,The error 0x3631 (ERROR_IPSEC_IKE_INVALID_ENCRYPT_ALG) means that the specified encryption algorithm is invalid.,Security
0x3632,The error 0x3632 (ERROR_IPSEC_IKE_INVALID_AUTH_ALG) means that the specified authentication algorithm is invalid.,Security
0x3633,The error 0x3633 (ERROR_IPSEC_IKE_INVALID_SIG) means that the certificate signature is invalid.,Security
0x3634,The error 0x3634 (ERROR_IPSEC_IKE_LOAD_FAILED) means that the load failed.,Security
0x3635,The error 0x3635 (ERROR_IPSEC_IKE_RPC_DELETE) means that the system was deleted via RPC call.,Security
0x364D,The error 0x364D (ERROR_IPSEC_KEY_MODULE_IMPERSONATION_NEGOTIATION_PENDING) indicates that a negotiation is in progress with the security principle who issued the connection.,Security
0x364E,The error 0x364E (ERROR_IPSEC_IKE_COEXISTENCE_SUPPRESS) means the SA was deleted due to IKEv1/AuthIP co-existence suppress check.,Security
0x364F,The error 0x364F (ERROR_IPSEC_IKE_RATELIMIT_DROP) indicates that an incoming SA request was dropped due to peer IP address rate limiting.,Security
0x3650,The error 0x3650 (ERROR_IPSEC_IKE_PEER_DOESNT_SUPPORT_MOBIKE) means the peer does not support MOBIKE.,Security
0x3651,The error 0x3651 (ERROR_IPSEC_IKE_AUTHORIZATION_FAILURE) indicates that the SA establishment is not authorized.,Security
0x3652,The error 0x3652 (ERROR_IPSEC_IKE_STRONG_CRED_AUTHORIZATION_FAILURE) indicates SA establishment is not authorized because the PKINIT-based credential is not strong enough.,Security
0x3653,The error 0x3653 (ERROR_IPSEC_IKE_AUTHORIZATION_FAILURE_WITH_OPTIONAL_RETRY) means SA establishment is not authorized and requires updated or different credentials.,Security
0x3654,The error 0x3654 (ERROR_IPSEC_IKE_STRONG_CRED_AUTHORIZATION_AND_CERTMAP_FAILURE) means SA establishment failed due to both PKINIT-based credential strength and certificate-to-account mapping failure.,Security
0x3655,The error 0x3655 (ERROR_IPSEC_IKE_NEG_STATUS_EXTENDED_END) refers to a general error in the IPsec negotiation.,Security
0x3656,The error 0x3656 (ERROR_IPSEC_BAD_SPI) indicates the SPI in the packet doesn't match a valid IPsec SA.,Security
0x3657,The error 0x3657 (ERROR_IPSEC_SA_LIFETIME_EXPIRED) means the packet was received on an IPsec SA whose lifetime has expired.,Security
0x3658,The error 0x3658 (ERROR_IPSEC_WRONG_SA) means the packet was received on an IPsec SA that doesn't match the packet's characteristics.,Security
0x3659,The error 0x3659 (ERROR_IPSEC_REPLAY_CHECK_FAILED) indicates the packet sequence number replay check failed.,Security
0x365A,The error 0x365A (ERROR_IPSEC_INVALID_PACKET) means the IPsec header and/or trailer in the packet is invalid.,Security
0x365B,The error 0x365B (ERROR_IPSEC_INTEGRITY_CHECK_FAILED) means the IPsec integrity check failed.,Security
0x365C,The error 0x365C (ERROR_IPSEC_CLEAR_TEXT_DROP) indicates the IPsec system dropped a clear text packet.,Security
0x365D,The error 0x365D (ERROR_IPSEC_AUTH_FIREWALL_DROP) means an incoming ESP packet was dropped in authenticated firewall mode.,Security
0x365E,The error 0x365E (ERROR_IPSEC_THROTTLE_DROP) indicates that IPsec dropped a packet due to DoS throttling.,Security
0x3665,The error 0x3665 (ERROR_IPSEC_DOSP_BLOCK) refers to IPsec DoS Protection matching an explicit block rule.,Security
0x3666,The error 0x3666 (ERROR_IPSEC_DOSP_RECEIVED_MULTICAST) means IPsec DoS Protection received an IPsec-specific multicast packet which is not allowed.,Security
0x3667,The error 0x3667 (ERROR_IPSEC_DOSP_INVALID_PACKET) means IPsec DoS Protection received a malformed packet.,Security
0x3668,The error 0x3668 (ERROR_IPSEC_DOSP_STATE_LOOKUP_FAILED) means IPsec DoS Protection failed to look up state.,Security
0x2B19,The error 0x2B19 (WSA_IPSEC_NAME_POLICY_ERROR) means that a name-based IPSEC policy could not be added.,IPSEC
0x32C8,The error 0x32C8 (ERROR_IPSEC_QM_POLICY_EXISTS) means that the specified quick mode policy already exists.,IPSEC
0x32C9,The error 0x32C9 (ERROR_IPSEC_QM_POLICY_NOT_FOUND) means that the specified quick mode policy was not found.,IPSEC
0x32CA,The error 0x32CA (ERROR_IPSEC_QM_POLICY_IN_USE) means that the specified quick mode policy is being used.,IPSEC
0x32CB,The error 0x32CB (ERROR_IPSEC_MM_POLICY_EXISTS) means that the specified main mode policy already exists.,IPSEC
0x32CC,The error 0x32CC (ERROR_IPSEC_MM_POLICY_NOT_FOUND) means that the specified main mode policy was not found.,IPSEC
0x32CD,The error 0x32CD (ERROR_IPSEC_MM_POLICY_IN_USE) means that the specified main mode policy is being used.,IPSEC
0x32CE,The error 0x32CE (ERROR_IPSEC_MM_FILTER_EXISTS) means that the specified main mode filter already exists.,IPSEC
0x32CF,The error 0x32CF (ERROR_IPSEC_MM_FILTER_NOT_FOUND) means that the specified main mode filter was not found.,IPSEC
0x32D0,The error 0x32D0 (ERROR_IPSEC_TRANSPORT_FILTER_EXISTS) means that the specified transport mode filter already exists.,IPSEC
